links,publication,price,domain authority,tat,genre,article_type,country/region
https://www.entertainmentpaper.com/,LA Wire,$500,56,1 Week,News / Business / Entertainment / Health / Lifestyle ,Organic Placement,US
https://www.entertainmentpaper.com/,US Reporter,$500,56,1 Week,News / Business / Entertainment / Lifestyle / Sports / Tech,Organic Placement,US
https://www.entertainmentpaper.com/,NY Wire,$500,57,1 Week,News / Business / Health / Entertainment / Lifestyle,Organic Placement,US
https://www.entertainmentpaper.com/,US Insider,$500,60,1 Week,News / Business / Lifestyle / Sports,Organic Placement,US
https://www.entertainmentpaper.com/,Voyage New York,$500,61,1 Week,News / Entertainment / Fashion / Lifestyle,Organic Placement,US
https://www.entertainmentpaper.com/,LA Weekly,$500,77,1 Week,News / Business / Music / Entertainment / Tech / CBD / Crypto,Organic with small disclaimer,US
https://www.entertainmentpaper.com/,The Week,$520,77,1 Week,News / Business / Sports / Science / Tech / Entertainment / Health,Organic Placement,India
https://www.entertainmentpaper.com/,India.com,$540,90,1 Week,News / Sports / Entertainment / Health / Tech / Business ,Sponsored article,India
https://www.entertainmentpaper.com/,Hindustan Times,$540,91,1 Week,News / Entertainment / Lifestyle / Tech / Business,Sponsored article,India
https://www.entertainmentpaper.com/,Ontario Independent,$600,30,1 Week,News / Tech / Lifestyle / Business / Music  / Sports,Sponsored article,Canada
https://www.entertainmentpaper.com/,Nunavut Post,$600,31,1 Week,News / Tech / Lifestyle / Business / Music / Sports,Sponsored article,Canada
https://www.entertainmentpaper.com/,PE Ledger,$600,31,1 Week,News / Tech / Lifestyle / Business / Music / Sports ,Sponsored article,Canada
https://www.entertainmentpaper.com/,Nova Scotia Journal,$600,32,1 Week,News / Tech / Lifestyle / Business / Music / Sports ,Sponsored article,Canada
https://www.entertainmentpaper.com/,Quebec Standard,$600,32,1 Week,News / Tech / Lifestyle / Business / Music  / Sports,Sponsored article,Canada
https://www.entertainmentpaper.com/,Saskatchewan Examiner,$600,32,1 Week,News / Tech / Lifestyle / Business / Music  / Sports,Sponsored article,Canada
https://www.entertainmentpaper.com/,Manitoba Daily,$600,33,1 Week,News / Tech / Lifestyle / Business / Music  / Sports,Sponsored article,Canada
https://www.entertainmentpaper.com/,New Brunswick Tribune,$600,33,1 Week,News / Tech / Lifestyle / Business / Music  / Sports,Sponsored article,Canada
https://www.entertainmentpaper.com/,NL Gazette,$600,33,1 Week,News / Tech / Lifestyle / Business / Music  / Sports,Sponsored article,Canada
https://www.entertainmentpaper.com/,Yukon Weekly,$600,33,1 Week,News / Tech / Lifestyle / Business / Music  / Sports,Sponsored article,Canada
https://www.entertainmentpaper.com/,British Columbia Sun,$600,34,1 Week,News / Tech / Lifestyle / Business / Music  / Sports,Sponsored article,Canada
https://www.entertainmentpaper.com/,Alberta Mirror,$600,34,1 Week,News / Tech / Lifestyle / Business / Music  / Sports,Sponsored article,Canada
https://www.entertainmentpaper.com/,NW Week,$600,34,1 Week,News / Tech / Lifestyle,Sponsored article,Canada
https://www.entertainmentpaper.com/,Elevator,$600,51,1 Week,Music / Lifestyle,Organic Placement,Global
https://www.entertainmentpaper.com/,Respect Magazine ,$600,61,1 Week,Entertainment / Lifestyle / Music / News ,Organic Placement,Global
https://www.entertainmentpaper.com/,Neon Music,$600,61,1 Week,Music / News / Lifestyle,Organic Placement,Global
https://www.entertainmentpaper.com/,Digital Music News,$600,76,3 Weeks,Music ,Organic Placement,Global
https://www.entertainmentpaper.com/,The Source,$600,82,2 Weeks,Music / News / Music / Entertainment / ,Organic Placement,Global
https://www.entertainmentpaper.com/,Cryptopolitan,$600,49,1 Week,Crypto / Tech,Organic with small disclaimer,Global
https://www.entertainmentpaper.com/,Good Men Project,$600,82,1 Week,News / Sports / Business / Health,Sponsored article,Global
https://www.entertainmentpaper.com/,Space Coast Daily ,$600,63,1 Week,News / Sports / Health / Business / Entertainment,Sponsored article,US
https://www.entertainmentpaper.com/,EP Mundo,$600,50,1 Week,Entertainment  / Tech,Organic Placement,Venezuela
https://www.entertainmentpaper.com/,Venevision V,$600,59,1 Week,News / Lifestyle / Sports ,Organic Placement,Venezuela
https://www.entertainmentpaper.com/,Future Sharks,$660,30,1 Week,Business / News,Organic with small disclaimer,Global
https://www.entertainmentpaper.com/,Daily Hodl,$660,56,1 Week,Crypto / Tech,Organic with small disclaimer,Global
https://www.entertainmentpaper.com/,Business World ,$660,76,1 Week,Business / News / Movies & TV ,Organic Placement,India
https://www.entertainmentpaper.com/,Notion Online,$700,44,1 Week,News,Organic Placement,Global
https://www.entertainmentpaper.com/,Breakfast Club,$700,64,2 Weeks,Music,Organic Placement,Global
https://www.entertainmentpaper.com/,EarMilk,$700,69,2 Week,Music / Tech / Lifestyle / Fashion ,Organic Placement,Global
https://www.entertainmentpaper.com/,Hip Hop DX Mention,$700,81,2 Weeks,Music / News,Organic Placement,Global
https://www.entertainmentpaper.com/,Diario El Libertador,$720,38,1 Week,News / Sports,Organic Placement,Argentina
https://www.entertainmentpaper.com/,Clout News,$720,47,1 Week,News / Fashion / Lifestyle / Sports,Organic Placement,Global
https://www.entertainmentpaper.com/,Block Manity,$720,40,1 Week,Crypto / Tech,Sponsored,Global
https://www.entertainmentpaper.com/,India Today,$720,90,1 Week,News / Movies & TV ,Feature ,India
https://www.entertainmentpaper.com/,Zee News English,$720,90,1 Week,News / Entertainment / Sports / Lifestyle / Business / Tech / Movies & TV ,Organic Placement,India
https://www.entertainmentpaper.com/,People On The News ,$750,14,1 Week,Lifestyle / Music / Fashion / Sports / Entertainment,Organic Placement,Spain
https://www.entertainmentpaper.com/,La República,$750,82,1 Week,News / Sports / Science ,Organic Placement,Spain
https://www.entertainmentpaper.com/,El Siglo,$750,77,1 Week,News / Sports / Tech ,Organic Placement,Venezuela
https://www.entertainmentpaper.com/,El Universal ,$750,83,1 Week,News / Sports / Entertainment ,Organic Placement,Venezuela
https://www.entertainmentpaper.com/,Lyrical Lemonade,$800,49,1 Week,Music ,Organic Placement,Global
https://www.entertainmentpaper.com/,Dancing Astronaut,$800,61,1 Week,Music,Organic Placement,Global
https://www.entertainmentpaper.com/,Geek Extreme,$800,70,1 Week,Lifestyle / Movies & TV / Tech,Organic Placement,Global
https://www.entertainmentpaper.com/,Unfinished Man,$800,72,1 Week,Entertainment / Lifestyle / Movies & TV / Health / Luxury,Organic Placement,Global
https://www.entertainmentpaper.com/,Super Crypto News,$800,37,1 Week,Crypto / News / Tech,Organic with small disclaimer,Global
https://www.entertainmentpaper.com/,CoinPedia,$800,45,1 Week,Crypto / Tech,Organic with small disclaimer,Global
https://www.entertainmentpaper.com/,Crypto News,$800,60,1 Week,Crypto / Tech,Organic with small disclaimer,Global
https://www.entertainmentpaper.com/,Live Mint,$800,91,1 Week,News / Tech / Sports / Business,Sponsored article,India
https://www.entertainmentpaper.com/,The Arabian Stories,$840,33,1 Week,News / Business / Sports / Health / Tech,Organic Placement,Middle East 
https://www.entertainmentpaper.com/,Nob Hill Gazette,$900,45,2 Weeks,News / Real Estate / Lifestyle,Organic Placement,Global
https://www.entertainmentpaper.com/,Celebeat ,$900,47,1 Week,Entertainment / Fashion / Lifestyle / Health ,Organic Placement,Global
https://www.entertainmentpaper.com/,Grit Daily,$900,58,1 Week,News / Tech / Entertainment / Real Estate,Organic Placement,Global
https://www.entertainmentpaper.com/,Fashion Week Daily,$900,69,1 Week,Fashion / Lifestyle / News ,Organic Placement,Global
https://www.entertainmentpaper.com/,Boomsbeat,$900,70,1 Week,News / Lifestyle ,Organic Placement,Global
https://www.entertainmentpaper.com/,Tech Times,$900,83,1 Week,Tech / Science / Business / Health / Culture,Organic Placement,Global
https://www.entertainmentpaper.com/,Periodico AM,$900,77,1 Week,News / Science / Health / Tech ,Organic Placement,Mexico
https://www.entertainmentpaper.com/,Khaleej Times,$900,86,1 Week,News / Business / Sports / Entertainment / Lifestyle ,Organic with small disclaimer,Middle East
https://www.entertainmentpaper.com/,The South African ,$900,82,1 Week,News / Sports / Lifestyle / Business ,Organic Placement,South Africa
https://www.entertainmentpaper.com/,Wow La Revista,$900,29,1 Week,News / Fashion / Music / Lifestyle,Organic Placement,Spain
https://www.entertainmentpaper.com/,En Segundos,$900,46,1 Week,News / Entertainment / Science / Tech / Sports,Organic Placement,Spain
https://www.entertainmentpaper.com/,El Caribe,$900,67,1 Week,News / Sports,Organic Placement,Spain
https://www.entertainmentpaper.com/,El Nacional,$900,71,1 Week,News / Health / Sports,Organic Placement,Spain
https://www.entertainmentpaper.com/,El Nuevo Diario,$900,71,1 Week,News / Movies & TV  ,Organic Placement,Spain
https://www.entertainmentpaper.com/,Diario Libre,$900,79,1 Week,News / Health,Organic Placement,Spain
https://www.entertainmentpaper.com/,La Verdad,$900,67,1 Week,News / Sports / Tech ,Organic Placement,Venezuela
https://www.entertainmentpaper.com/,Modern Luxury Media,$960,67,1 Week,Luxury,Organic Placement,Global
https://www.entertainmentpaper.com/,Capitol File ,$960,55,1 Week,News / Real Estate ,Sponsored article,Global
https://www.entertainmentpaper.com/,The Daily Tribune,$960,53,2 Weeks,News / Business / Sports,Organic Placement,Middle East 
https://www.entertainmentpaper.com/,Trade Arabia,$960,70,1 Week,News / Business ,Organic Placement,Middle East 
https://www.entertainmentpaper.com/,ML Houston,$960,14,1 Week,Real Estate / Lifestyle,Sponsored article,US
https://www.entertainmentpaper.com/,ML Manhattan ,$960,22,1 Week,Real Estate / Lifestyle,Sponsored article,US
https://www.entertainmentpaper.com/,ML Miami Mag ,$960,24,1 Week,Luxury / Real Estate / Lifestyle,Sponsored article,US
https://www.entertainmentpaper.com/,Philly Style Mag ,$960,55,1 Week,Lifestyle / Real Estate / Luxury,Sponsored article,US
https://www.entertainmentpaper.com/,Billboard Argentina,"$1,000",53,2 Weeks,Music / Business,Organic Placement,Argentina
https://www.entertainmentpaper.com/,Morning Honey,"$1,000",28,1 Week,News / Lifestyle / Health ,Organic Placement,Global
https://www.entertainmentpaper.com/,Womens Golf Journal,"$1,000",29,1 Week,News ,Organic Placement,Global
https://www.entertainmentpaper.com/,Front Page Detectives,"$1,000",30,1 Week,News / Lifestyle,Organic Placement,Global
https://www.entertainmentpaper.com/,Swagger Magazine,"$1,000",61,2 Weeks,News / Business / Tech / Health / Sports / Entertainment ,Organic with small disclaimer,Global
https://www.entertainmentpaper.com/,FXStreet,"$1,000",76,1 Week,Crypto / Tech   ,Organic with small disclaimer,Global
https://www.entertainmentpaper.com/,The Royal Observer,"$1,000",32,1 Week,News / Lifestyle,Organic Placement,UK
https://www.entertainmentpaper.com/,Female First,"$1,000",78,1 Week,News / Entertainment / Lifestyle ,Organic Placement,UK 
https://www.entertainmentpaper.com/,Jezebel Magazine,"$1,050",28,2 Weeks,Luxury / Lifestyle / Real Estate,Organic Placement,Global
https://www.entertainmentpaper.com/,Mensbook,"$1,050",27,1 Week,Lifestyle / Health ,Sponsored article,Global
https://www.entertainmentpaper.com/,El Sol de Chiapas,"$1,050",34,1 Week,News / Sports,Organic Placement,Mexico
https://www.entertainmentpaper.com/,Aspen Magazine,"$1,050",20,2 Weeks,Luxury / Magazine,Organic Placement,US
https://www.entertainmentpaper.com/,Modern Luxury Miami,"$1,050",28,2 Weeks,Luxury / Real Estate ,Organic Placement,US
https://www.entertainmentpaper.com/,Hamptons Magazine,"$1,050",56,2 Weeks,Luxury / Real Estate,Organic Placement,US
https://www.entertainmentpaper.com/,Modern Luxury Silicon Valley,"$1,050",19,2 Weeks,News / Luxury,Organic with small disclaimer,US
https://www.entertainmentpaper.com/,Dallas Magazine,"$1,050",19,2 Weeks,News / Luxury,Organic with small disclaimer,US
https://www.entertainmentpaper.com/,San Diego Magazine,"$1,050",23,2 Weeks,News / Luxury / Lifestyle / Real Estate,Organic with small disclaimer,US
https://www.entertainmentpaper.com/,Manhattan Magazine,"$1,050",25,2 Weeks,News / Luxury / Real Estate / Lifestyle,Organic with small disclaimer,US
https://www.entertainmentpaper.com/,Modern Luxury Angeleno,"$1,050",28,2 Weeks,News / Luxury/ Lifestyle,Organic with small disclaimer,US
https://www.entertainmentpaper.com/,San Francisco Magazine,"$1,050",38,1 Week,Lifestyle / Real Estate,Sponsored article,US
https://www.entertainmentpaper.com/,Vegas Magazine ,"$1,050",56,1 Week,Lifestyle / Real Estate,Sponsored article,US
https://www.entertainmentpaper.com/,LA Confidential,"$1,050",58,1 Week,Lifestyle / Movies & TV ,Sponsored article,US
https://www.entertainmentpaper.com/,Gotham Magazine ,"$1,050",61,1 Week,Lifestyle / Real Estate / Luxury,Sponsored article,US
https://www.entertainmentpaper.com/,Ocean Drive ,"$1,050",68,1 Week,Lifestyle / Real Estate / Luxury,Sponsored article,US
https://www.entertainmentpaper.com/,CoinSpeaker,"$1,100",70,1 Week,Crypto / Business / Tech ,Organic with small disclaimer,Global
https://www.entertainmentpaper.com/,Gulf Times,"$1,100",73,1 Week,News / Business / Sports,Organic with small disclaimer,Middle East 
https://www.entertainmentpaper.com/,Fast Company Africa,"$1,100",37,1 Week,News / Business / Tech ,Organic with small disclaimer,South Africa
https://www.entertainmentpaper.com/,Diario la libertad,"$1,200",42,1 Week,Sports,Organic Placement,Colombia
https://www.entertainmentpaper.com/,Universal ,"$1,200",81,1 Week,News / Sports / Entertainment,Organic Placement,Colombia
https://www.entertainmentpaper.com/,Haute Time,"$1,200",59,1 Week,Luxury,Organic with small disclaimer,Global
https://www.entertainmentpaper.com/,Haute Beauty,"$1,200",73,1 Week,Lifestyle / Fashion / Luxury,Organic with small disclaimer,Global
https://www.entertainmentpaper.com/,Haute Living,"$1,200",73,1 Week,News / Lifestyle / Fashion / Luxury,Organic with small disclaimer,Global
https://www.entertainmentpaper.com/,Village Voice ,"$1,200",85,1 Week,News,Organic with small disclaimer,Global
https://www.entertainmentpaper.com/,JPost,"$1,200",91,1 Week,News / Health / Science / Business,Organic with small disclaimer,Israel
https://www.entertainmentpaper.com/,Chiapas México ,"$1,200",43,1 Week,News / Sports,Organic Placement,Mexico
https://www.entertainmentpaper.com/,Gulf Daily News,"$1,200",68,1 Week,News / Business / Sports / Entertainment / Tech / Health,Organic Placement,Middle East 
https://www.entertainmentpaper.com/,Región Digital,"$1,200",54,1 Week,News / Sports / Tech,Organic Placement,Spain
https://www.entertainmentpaper.com/,Mediterraneo Digital,"$1,200",57,1 week,News / Sports,Organic Placement,Spain
https://www.entertainmentpaper.com/,Estrella Digital ,"$1,200",66,1 Week,News / Lifestyle / Sports ,Organic Placement,Spain
https://www.entertainmentpaper.com/,CDN ,"$1,200",72,1 Week,News / Health  / Science / Tech,Organic Placement,Spain
https://www.entertainmentpaper.com/,Bangkok Post ,"$1,200",87,1 Week,News / Business / Lifestyle / Tech,Organic Placement,Thailand 
https://www.entertainmentpaper.com/,SF Weekly,"$1,200",73,1 Week,News,Organic Placement,US
https://www.entertainmentpaper.com/,Haute Residence,"$1,200",48,1 Week,Luxury / Real Estate,Organic with small disclaimer,US
https://www.entertainmentpaper.com/,PhillyVoice,"$1,200",79,2 Weeks,News / Health / Sports,Organic with small disclaimer,US
https://www.entertainmentpaper.com/,Phoenix New Times,"$1,200",74,1 Week,News,Sponsored article,US
https://www.entertainmentpaper.com/,West Word,"$1,200",77,1 Week,News,Sponsored article,US
https://www.entertainmentpaper.com/,Dallas Observer,"$1,200",78,1 Week,News / Business,Sponsored article,US
https://www.entertainmentpaper.com/,Miami New Times,"$1,200",79,1 Week,News / Business,Sponsored article,US
https://www.entertainmentpaper.com/,Flaunt Magazine,"$1,250",68,2 Weeks,Music / Fashion / Lifestyle / Luxury,Organic Placement,Global
https://www.entertainmentpaper.com/,Gulf Today,"$1,250",66,1 Week,News / News / Lifestyle / Business,Sponsored article,Middle East 
https://www.entertainmentpaper.com/,Fortune India,"$1,260",48,2 Weeks,News / Tech ,Organic with small disclaimer,India
https://www.entertainmentpaper.com/,Times of Oman,"$1,260",81,1 Week,News / Movies & TV  / Business / Sports / Tech,Organic Placement,Middle East 
https://www.entertainmentpaper.com/,Al Khaleej,"$1,260",87,1 Week,News / Health /  / Sports / Tech,Organic Placement,Middle East 
https://www.entertainmentpaper.com/,Broadway World,"$1,300",86,1 Week,Music / News,Organic Placement,US
https://www.entertainmentpaper.com/,Al Shabiba,"$1,320",43,1 Week,News / Tech,Organic Placement,Middle East 
https://www.entertainmentpaper.com/,Raya,"$1,320",54,1 Week,News / Sports,Organic Placement,Middle East 
https://www.entertainmentpaper.com/,Muscat Daily,"$1,320",58,2 Weeks,News / Business / Sports ,Organic Placement,Middle East 
https://www.entertainmentpaper.com/,El País,"$1,350",94,1 Week,News,Organic Placement,Bolivia
https://www.entertainmentpaper.com/,EL Universal Puebla,"$1,350",44,1 Week,News / Business ,Organic Placement,Mexico
https://www.entertainmentpaper.com/,El Heraldo,"$1,350",83,1 Week,Entertainment / Sports / Lifestyle / Tech,Organic Placement,Mexico
https://www.entertainmentpaper.com/,Vida Moderna,"$1,350",42,1 Week,Crypto / Tech ,Organic Placement,Spain
https://www.entertainmentpaper.com/,Diario Las Américas,"$1,350",77,1 Week,News /  / Entertainment / Sports,Organic Placement,Spain
https://www.entertainmentpaper.com/,Blockonomi Sponsored,"$1,380",52,1 Week,Crypto / Tech   ,Sponsored article,Global
https://www.entertainmentpaper.com/,Business Insider Africa,"$1,400",94,1 Week,News / Lifestyle,Organic Placement,Africa
https://www.entertainmentpaper.com/,Digital Journal,"$1,500",88,1 Week,News / Tech / Science / Entertainment / Businesss,Organic Placement,Canada
https://www.entertainmentpaper.com/,Make Use Of ,"$1,500",91,2 Weeks,Tech / Lifestyle,Organic Placement,Canada
https://www.entertainmentpaper.com/,KNewz,"$1,500",51,1 Week,News / Lifestyle / Business / Sports,Organic Placement,Global
https://www.entertainmentpaper.com/,Grazia Magazine ,"$1,500",65,1 Week,Entertainment / Fashion,Organic Placement,Global
https://www.entertainmentpaper.com/,EDM.com,"$1,500",72,1 Week,Music / Lifestyle,Organic Placement,Global
https://www.entertainmentpaper.com/,Benzinga,"$1,500",85,1 Week,News / Business / Cypto / Tech / CBD,Organic Placement,Global
https://www.entertainmentpaper.com/,Screen Rant,"$1,500",86,2 Weeks,Entertainment / Movies & TV / Tech,Organic Placement,Global
https://www.entertainmentpaper.com/,Collider,"$1,500",88,2 Weeks,Entertainment / Movies & TV ,Organic Placement,Global
https://www.entertainmentpaper.com/,CBR,"$1,500",89,2 Weeks,Entertainment / Movies & TV,Organic Placement,Global
https://www.entertainmentpaper.com/,Mercury News,"$1,500",92,1 Week,News / Sports / Business / Real Estate ,Sponsored article,Global
https://www.entertainmentpaper.com/,Cryptocurrency News,"$1,500",24,1 Week,Crypto / Real Estate / Tech,Organic with small disclaimer,India
https://www.entertainmentpaper.com/,Coingape,"$1,500",54,1 Week,Crypto / Tech,Organic with small disclaimer,India
https://www.entertainmentpaper.com/,Inquirer,"$1,500",89,1 Week,News / Business / Entertainment / Sports / Tech / Lifestyle,Organic with small disclaimer,Philippines
https://www.entertainmentpaper.com/,Miami Hispano,"$1,500",27,1 Week,News / Business,Organic Placement,Spain
https://www.entertainmentpaper.com/,Miami Diario,"$1,500",60,1 Week,News / Health / Tech,Organic Placement,Spain
https://www.entertainmentpaper.com/,Madrid Diario,"$1,500",71,1 Week,News / Health / Sports,Organic Placement,Spain
https://www.entertainmentpaper.com/,East Bay Times,"$1,500",74,1 Week,News / Sports / Business / Real Estate,Sponsored article,US
https://www.entertainmentpaper.com/,Review Journal,"$1,500",83,1 Week,News / Sports / Business / Entertainment ,Sponsored article,US
https://www.entertainmentpaper.com/,Washington Times,"$1,500",90,1 Week,News / Tech / Science / Sports,Sponsored article,US
https://www.entertainmentpaper.com/,World Star,"$1,600",77,1 Week,Music ,Organic Placement,Global
https://www.entertainmentpaper.com/,Ambcrypto,"$1,600",55,1 Week,Crypto / News,Organic with small disclaimer,International
https://www.entertainmentpaper.com/,Mashable (NL),"$1,600",93,1 Week,News / Tech / Science / Entertainment ,Organic Placement,Netherlands
https://www.entertainmentpaper.com/,Bristol Post,"$1,600",80,1 Week,News / Health  / Business,Sponsored article,UK
https://www.entertainmentpaper.com/,Daily Record,"$1,600",85,1 Week,News / Sports / Movies & TV / Lifestyle,Sponsored article,UK
https://www.entertainmentpaper.com/,Birmingham Mail,"$1,600",87,1 Week,News / Business,Sponsored article,UK
https://www.entertainmentpaper.com/,Wales Online,"$1,600",89,1 Week,News / Health / Business  ,Sponsored article,UK
https://www.entertainmentpaper.com/,Manchester Evening News,"$1,600",90,1 Week,News / Sports,Sponsored article,UK
https://www.entertainmentpaper.com/,LiverPool Echo,"$1,600",88,1 Week,News  / Business / Sports ,Sponsored article,UK 
https://www.entertainmentpaper.com/,Daily Caller,"$1,600",89,1 Week,News / Entertainment / Business / Sports,Organic Placement,US
https://www.entertainmentpaper.com/,Football Scotland,"$1,620",46,1 Week,Sports,Sponsored article,UK 
https://www.entertainmentpaper.com/,Cork Beo,"$1,620",48,1 Week,News / Sports / Business ,Sponsored article,UK 
https://www.entertainmentpaper.com/,Liverpool,"$1,620",52,1 Week,News / Sports,Sponsored article,UK 
https://www.entertainmentpaper.com/,RSVP Live,"$1,620",54,1 Week,News / Sports,Sponsored article,UK 
https://www.entertainmentpaper.com/,Insider,"$1,620",59,1 Week,News / Science & Tech ,Sponsored article,UK 
https://www.entertainmentpaper.com/,Edinburgh Live,"$1,620",62,1 Week,News / Sports,Sponsored article,UK 
https://www.entertainmentpaper.com/,Lancs Live,"$1,620",62,1 Week,News / Media,Sponsored article,UK 
https://www.entertainmentpaper.com/,Staffordshire Live,"$1,620",63,1 Week,Media & News / Sports,Sponsored article,UK 
https://www.entertainmentpaper.com/,Dublin Live,"$1,620",65,1 Week,News / Health  / Business,Sponsored article,UK 
https://www.entertainmentpaper.com/,Lincolnshire Live,"$1,620",66,1 Week,News / Sports  / Business,Sponsored article,UK 
https://www.entertainmentpaper.com/,Cheshire Live,"$1,620",67,1 Week,News / Health ,Sponsored article,UK 
https://www.entertainmentpaper.com/,Essex Live,"$1,620",67,1 Week,News  / Health / Business,Sponsored article,UK 
https://www.entertainmentpaper.com/,Glasgow Live,"$1,620",68,1 Week,Lifestlye / Health  / Business,Sponsored article,UK 
https://www.entertainmentpaper.com/,Leeds Live,"$1,620",68,1 Week,News / Sports / Business,Sponsored article,UK 
https://www.entertainmentpaper.com/,Business Live,"$1,620",69,1 Week,Business / News ,Sponsored article,UK 
https://www.entertainmentpaper.com/,Plymouth Herald / Plymouth Live,"$1,620",70,1 Week,News / Business  / Health ,Sponsored article,UK 
https://www.entertainmentpaper.com/,Somerset Live,"$1,620",70,1 week,News / Health / Business,Sponsored article,UK 
https://www.entertainmentpaper.com/,Get Reading / Berkshire Live,"$1,620",71,1 Week,News / Health ,Sponsored article,UK 
https://www.entertainmentpaper.com/,Stoke-on-Trent,"$1,620",72,1 Week,News / Business / Health,Sponsored article,UK 
https://www.entertainmentpaper.com/,Grimsby Telegraph / Grimsby Live,"$1,620",73,1 Week,News ,Sponsored article,UK 
https://www.entertainmentpaper.com/,Cornwall Live,"$1,620",74,1 Week,News / Business / Health,Sponsored article,UK 
https://www.entertainmentpaper.com/,Gloucestershire Live,"$1,620",74,1 Week,News  / Business / Health,Sponsored article,UK 
https://www.entertainmentpaper.com/,Hertfordshire Mercury / Herts Live,"$1,620",74,1 Week,News    ,Sponsored article,UK 
